I
1200 Generated by WorldEditor 2.5.0b3

1    470 0 0 EDDP Leipzig-Halle
1302 city Leipzig
111  51.41101035  012.22637015
111  51.41100529  012.22605726
111  51.41101945  012.22596485
111  51.41103361  012.22580597
111  51.41110686  012.22558544
111  51.41117500  012.22548178
111  51.41125189  012.22541735
111  51.41137246  012.22540334
111  51.41145633  012.22542295
111  51.41154544  012.22546778
111  51.41166077  012.22558544
111  51.41174814  012.22572551
111  51.41186696  012.22598605
111  51.41200500  012.22637265
111  51.41214479  012.22686291
111  51.41217449  012.22613733
111  51.41155768  012.22466937
111  51.41124140  012.22384014
111  51.41110511  012.22341432
111  51.41099677  012.22294929
111  51.41091640  012.22252908
111  51.41084650  012.22209486
111  51.41075627  012.22114620
111  51.41060700  012.21812516
111  51.41062884  012.21734776
111  51.41067107  012.21717034
111  51.41072786  012.21703027
111  51.41080358  012.21692755
112  51.41087784  012.21686685  51.41088512  012.21686452
111  51.41102636  012.21684350
111  51.41112975  012.21689019
112  51.41122148  012.21695323  51.41123168  012.21695790
111  51.41131322  012.21706762
111  51.41138020  012.21721703
111  51.41151126  012.21749484
111  51.41168890  012.21803179
111  51.41177773  012.21752052
111  51.41151126  012.21690887
111  51.41121158  012.21619189
111  51.41104384  012.21578849
111  51.41088238  012.21531449
111  51.41073560  012.21484050
111  51.41063076  012.21438667
111  51.41055318  012.21405723
111  51.41046301  012.21362358
111  51.41040640  012.21306554
111  51.41035010  012.21242889
111  51.41020777  012.20918814
111  51.41014710  012.20803711
111  51.41017036  012.20744213
111  51.41019665  012.20726705
111  51.41024923  012.20716167
111  51.41033114  012.20704170
111  51.41042417  012.20698334
111  51.41054551  012.20698820
111  51.41069315  012.20708061
111  51.41082966  012.20716977
111  51.41091157  012.20724273
111  51.41101977  012.20735459
111  51.41111684  012.20751509
111  51.41126751  012.20778907
111  51.41137874  012.20747132
111  51.41127054  012.20729136
111  51.41114920  012.20711141
111  51.41096116  012.20684686
111  51.41078712  012.20664516
111  51.41061098  012.20650397
111  51.41031952  012.20626865
111  51.41015388  012.20610393
111  51.41008887  012.20598627
111  51.41006371  012.20575432
111  51.41008258  012.20547866
111  51.41012871  012.20530049
111  51.41019791  012.20512233
111  51.41028388  012.20505846
112  51.41040549  012.20503492  51.41041179  012.20503492
111  51.41051243  012.20503492
111  51.41081857  012.20510888
111  51.41131971  012.20542824
111  51.41137423  012.20501812
111  51.40995677  012.20438950
111  51.40970096  012.20419117
111  51.40941789  012.20398611
111  51.40952063  012.20648714
111  51.40959193  012.20652075
111  51.40974321  012.20659710
111  51.40984595  012.20676855
111  51.40989208  012.20702739
111  51.40998647  012.20881618
111  51.40999276  012.20909183
111  51.40993824  012.20937085
111  51.40985857  012.20953557
111  51.40979147  012.20956918
111  51.40967614  012.20961289
111  51.40969921  012.21004317
112  51.40983550  012.21004653  51.40984808  012.21004653
111  51.40993824  012.21010704
111  51.40999276  012.21026504
111  51.41007873  012.21071886
111  51.41016897  012.21288082
111  51.41010083  012.21394253
111  51.41004841  012.21409101
111  51.40996803  012.21413863
111  51.40988765  012.21416944
111  51.40992260  012.21481096
111  51.40999094  012.21478974
111  51.41008320  012.21487714
111  51.41025305  012.21556964
111  51.41032853  012.21601338
111  51.41059618  012.22157876
111  51.41057102  012.22229144
111  51.41054376  012.22256037
111  51.41048295  012.22271165
111  51.41041795  012.22276544
111  51.41027327  012.22278561
111  51.41032779  012.22349493
111  51.41048086  012.22349156
111  51.41057312  012.22358233
111  51.41064231  012.22380084
111  51.41068844  012.22405969
111  51.41078245  012.22624799
111  51.41103886  012.23173121
111  51.41103886  012.23237554
111  51.41108036  012.23340173
111  51.41113453  012.23364266
111  51.41131100  012.23750615
111  51.41157197  012.24290632
111  51.41156178  012.24330787
111  51.41170228  012.24648725
111  51.41174596  012.24671604
111  51.41200091  012.25230387
111  51.41205158  012.25345810
111  51.41207331  012.25504428
111  51.41210535  012.25554622
111  51.41238056  012.25553222
111  51.41238638  012.25517969
111  51.41241696  012.25497891
112  51.41247812  012.25482716  51.41248686  012.25480849
111  51.41255238  012.25473378
111  51.41270673  012.25459604
111  51.41294990  012.25440460
111  51.41310717  012.25422717
111  51.41328481  012.25401238
111  51.41345664  012.25371822
113  51.41356439  012.25352678
110 1 0.00 0.0 New Taxiway 10
111  51.41354742  012.25557555
111  51.41340424  012.25576816
111  51.41322222  012.25596076
111  51.41305113  012.25605609
111  51.41285940  012.25610084
111  51.41274898  012.25610862
111  51.41264948  012.25605804
111  51.41253541  012.25596659
111  51.41246261  012.25588683
111  51.41241164  012.25569033
111  51.41238423  012.25548104
111  51.41211793  012.25552138
111  51.41211164  012.25580377
111  51.41209696  012.25594833
111  51.41199002  012.25610969
111  51.41183695  012.25613994
111  51.41168179  012.25604581
111  51.41160211  012.25595168
111  51.41156227  012.25552138
111  51.41155808  012.25528270
111  51.41161679  012.25514486
111  51.41166292  012.25503393
112  51.41177195  012.25495661  51.41177824  012.25495324
112  51.41188937  012.25492635  51.41189147  012.25492635
111  51.41199631  012.25499022
111  51.41210535  012.25509444
111  51.41206970  012.25388757
111  51.41200260  012.25403885
111  51.41190405  012.25427753
111  51.41174469  012.25433133
111  51.41161888  012.25424392
111  51.41149936  012.25390438
111  51.41141968  012.25350770
111  51.41138194  012.25329255
111  51.41134420  012.25248574
111  51.41123516  012.25037459
111  51.41115968  012.24907361
111  51.41144904  012.24900974
111  51.41138404  012.24751042
111  51.41109258  012.24758102
111  51.41108419  012.24737932
111  51.41112193  012.24664983
111  51.41118694  012.24641115
111  51.41124145  012.24625315
112  51.41134420  012.24617247  51.41136097  012.24616574
112  51.41143227  012.24615230  51.41144275  012.24615230
111  51.41156856  012.24620272
111  51.41164614  012.24635400
111  51.41171114  012.24654562
111  51.41157066  012.24328141
111  51.41152872  012.24339907
111  51.41148049  012.24355035
111  51.41139662  012.24366129
111  51.41128129  012.24370835
111  51.41122468  012.24370835
111  51.41112193  012.24366465
111  51.41108264  012.24358743
111  51.41087715  012.24262599
111  51.41080376  012.24132502
111  51.41072828  012.24010474
111  51.41100087  012.24005095
111  51.41092957  012.23861552
111  51.41065699  012.23860880
111  51.41046901  012.23402218
111  51.41046481  012.23383056
111  51.41050256  012.23349104
111  51.41055498  012.23330615
112  51.41062837  012.23318513  51.41063046  012.23318177
111  51.41073740  012.23312798
111  51.41086531  012.23313134
111  51.41095128  012.23316496
111  51.41103305  012.23329606
111  51.41109805  012.23346751
111  51.41105821  012.23223378
111  51.41097225  012.23256322
111  51.41084224  012.23268088
111  51.41069966  012.23268760
111  51.41056756  012.23263046
111  51.41043126  012.23239850
111  51.41037884  012.23193796
111  51.41033534  012.23099312
111  51.41004241  012.22467253
111  51.41010648  012.22396051
111  51.41014434  012.22370139
111  51.41019094  012.22357766
111  51.41026374  012.22352397
111  51.41035402  012.22349595
111  51.41029169  012.22277008
111  51.40974419  012.22283078
111  51.40981082  012.22424709
111  51.40838122  012.22444000
111  51.40844311  012.22575894
111  51.40853172  012.22577929
111  51.40869622  012.22945451
111  51.40890758  012.22946419
111  51.40893596  012.22987658
111  51.40642138  012.23030646
111  51.40745135  012.25220439
111  51.40983091  012.25189967
111  51.40987369  012.25245636
111  51.41066664  012.25239054
111  51.41064986  012.25182577
111  51.41085954  012.25183249
111  51.41096858  012.25195351
111  51.41102729  012.25211151
111  51.41106294  012.25250147
111  51.41114052  012.25254853
111  51.41126240  012.25532641
111  51.41133054  012.25662909
111  51.41288769  012.25644192
113  51.41358506  012.25634207
110 1 0.00 0.0 New Taxiway 9
111  51.41189061  012.20519934
111  51.41189690  012.20528003
111  51.41247213  012.20580256
111  51.41568282  012.20726102
111  51.41925091  012.20880301
113  51.41930319  012.20845744
110 1 0.00 0.0 New Taxiway 8
111  51.42015454  012.20534955
111  51.41993612  012.20501892
111  51.41982079  012.20494326
111  51.41957092  012.20487882
111  51.41949404  012.20488723
111  51.41943725  012.20496147
111  51.41938483  012.20507122
111  51.41936444  012.20517162
111  51.41934551  012.20557324
111  51.41936007  012.20576704
111  51.41945326  012.20603790
111  51.41956975  012.20631342
111  51.41965858  012.20622002
111  51.41990903  012.20672204
111  51.42004300  012.20695321
111  51.42009833  012.20713534
111  51.42012454  012.20739685
111  51.42009396  012.20766771
111  51.42002407  012.20802497
111  51.41995417  012.20820709
111  51.41981147  012.20842892
111  51.41968625  012.20850363
111  51.41957412  012.20852932
111  51.41945909  012.20851998
111  51.41929891  012.20845460
111  51.41922611  012.20884220
111  51.42035752  012.20934890
111  51.42048129  012.20935824
111  51.42059341  012.20936524
111  51.42108850  012.20960576
111  51.42121518  012.20971084
111  51.42129673  012.20987196
111  51.42135060  012.21005642
111  51.42136080  012.21027825
111  51.42138555  012.21035998
111  51.42152679  012.20940728
111  51.42077980  012.20907103
111  51.42051770  012.20896597
111  51.42039829  012.20886089
111  51.42027889  012.20868109
111  51.42023666  012.20845693
111  51.42021045  012.20817907
111  51.42023666  012.20809968
111  51.42060069  012.20826780
113  51.42085552  012.20678273
110 1 0.00 0.0 New Taxiway 7
111  51.41958377  012.20928262
111  51.41968570  012.20939704
111  51.41973084  012.20951378
111  51.41972355  012.20983601
111  51.41962454  012.21040574
111  51.41983713  012.21048513
111  51.41992596  012.21000179
111  51.41998275  012.20976596
111  51.42005701  012.20956282
111  51.42009778  012.20948109
111  51.42022446  012.20936668
111  51.42034969  012.20934567
111  51.42036280  012.20931064
113  51.41962599  012.20898841
110 1 0.00 0.0 New Taxiway 6
111  51.41920630  012.20892083
111  51.41823797  012.20980616
111  51.41857167  012.20990150
111  51.41921965  012.20928858
111  51.41936405  012.20921853
111  51.41960067  012.20931387
111  51.41964799  012.20899866
113  51.41922935  012.20881770
110 1 0.00 0.0 New Taxiway 5
111  51.42150410  012.20940369
111  51.42138004  012.21033957
111  51.42131364  012.21061978
111  51.42121229  012.21083553
111  51.42105678  012.21092800
111  51.42086632  012.21091399
111  51.41991575  012.21048809
111  51.41963293  012.21034331
111  51.41943357  012.21155021
111  51.41868464  012.21590915
111  51.41860426  012.21616692
111  51.41849418  012.21630141
111  51.41839633  012.21634624
111  51.41827052  012.21635744
111  51.41824081  012.21647792
111  51.41747198  012.21617531
111  51.41740033  012.21609966
111  51.41730248  012.21594276
111  51.41721686  012.21552529
111  51.41800150  012.21096888
111  51.41813256  012.21067235
111  51.41830147  012.21048789
111  51.41853154  012.21038515
111  51.41863055  012.20989482
111  51.41818935  012.20977342
111  51.41779473  012.20963333
111  51.41740740  012.20984814
111  51.41741468  012.21010497
111  51.41744526  012.21017735
111  51.41755447  012.21074939
111  51.41677483  012.21533752
111  51.41659310  012.21560649
111  51.41637119  012.21566253
111  51.41617374  012.21555046
111  51.41613704  012.21577460
111  51.41637643  012.21589507
111  51.41650049  012.21611921
111  51.41657738  012.21644702
111  51.41627537  012.21819889
111  51.41674296  012.21840397
111  51.41704700  012.21666575
111  51.41721265  012.21640013
111  51.41738250  012.21635306
111  51.41816578  012.21669272
111  51.41832305  012.21680713
111  51.41840313  012.21697758
111  51.41843371  012.21712701
111  51.41842498  012.21736050
111  51.41834635  012.21787418
111  51.41682490  012.22680013
111  51.41622828  012.23021270
111  51.41599967  012.23158322
111  51.41591958  012.23182603
111  51.41583658  012.23197779
111  51.41574630  012.23205484
111  51.41560943  012.23209686
111  51.41541722  012.23214122
111  51.41400623  012.23232335
111  51.41346309  012.23240506
111  51.41347620  012.23273191
111  51.41526968  012.23252255
111  51.41540417  012.23251931
111  51.41553462  012.23256308
111  51.41564484  012.23261010
111  51.41572270  012.23270414
111  51.41579146  012.23288735
111  51.41582787  012.23304787
111  51.41586326  012.23326514
111  51.41600259  012.23617231
111  51.41636849  012.24398169
111  51.41641654  012.24478719
111  51.41639906  012.24511640
111  51.41635684  012.24532419
111  51.41629422  012.24547596
111  51.41621996  012.24557168
111  51.41609619  012.24560670
111  51.41595786  012.24560904
111  51.41580933  012.24556468
111  51.41472022  012.24514143
111  51.41441152  012.24501769
111  51.41406496  012.24487061
111  51.41405331  012.24530019
111  51.41430668  012.24533287
111  51.41596222  012.24596049
111  51.41615589  012.24606088
111  51.41635538  012.24621498
111  51.41645003  012.24639242
111  51.41649371  012.24664691
111  51.41646896  012.24693876
111  51.41641654  012.24717924
111  51.41632917  012.24731933
111  51.41620685  012.24738470
111  51.41606270  012.24739637
111  51.41589961  012.24738470
111  51.41484246  012.24696678
111  51.41428622  012.24675899
111  51.41406197  012.24667261
111  51.41407508  012.24719558
111  51.41464588  012.24724228
111  51.41577206  012.24768168
111  51.41670864  012.24802911
111  51.41722182  012.24826727
111  51.41728223  012.24790167
111  51.41703540  012.24779936
111  51.41686590  012.24766208
111  51.41677155  012.24741832
111  51.41674009  012.24718017
111  51.41674708  012.24697284
111  51.41679077  012.24675710
111  51.41687639  012.24661141
111  51.41696786  012.24654439
111  51.41708642  012.24652367
111  51.41720403  012.24651203
111  51.41740305  012.24656926
111  51.41746764  012.24618387
111  51.41704413  012.24604545
111  51.41682571  012.24586894
111  51.41671738  012.24565320
111  51.41667195  012.24537022
111  51.41664748  012.24505643
111  51.41645564  012.24111961
111  51.41617981  012.23510138
111  51.41610555  012.23368650
111  51.41606332  012.23289735
111  51.41607060  012.23261017
111  51.41609973  012.23232766
111  51.41614632  012.23205216
111  51.41620165  012.23179533
111  51.41700491  012.22697085
111  51.41705005  012.22680040
111  51.41716654  012.22666031
111  51.41726265  012.22658793
111  51.41739079  012.22658793
111  51.41754368  012.22661361
111  51.41900995  012.22727140
111  51.41948579  012.22452126
111  51.41885742  012.22425894
111  51.41882372  012.22412494
111  51.41878120  012.22409639
111  51.41882197  012.22381386
111  51.41897777  012.22388158
111  51.41965183  012.21997496
111  51.42009888  012.21730259
111  51.42039212  012.21557973
111  51.42089898  012.21580657
111  51.42165971  012.21126652
111  51.42146313  012.21116339
111  51.42156274  012.21056575
111  51.42160066  012.21040630
111  51.42166976  012.21021171
111  51.42174223  012.21011846
111  51.42185767  012.21004684
111  51.42194615  012.21002522
111  51.42204390  012.21004684
111  51.42214782  012.21009163
111  51.42220465  012.20974516
113  51.42213744  012.20971712
110 1 0.00 0.0 New Taxiway 4
111  51.43164772  012.25720585
111  51.43154637  012.25749733
111  51.43142930  012.25767950
111  51.43134018  012.25774676
111  51.43126155  012.25775797
111  51.43117418  012.25768791
111  51.43110778  012.25752536
111  51.43092955  012.25754778
111  51.43089985  012.25769912
111  51.43079501  012.25794295
111  51.43067269  012.25801862
111  51.43055736  012.25800461
111  51.43045602  012.25798779
111  51.43034419  012.25789531
111  51.43027080  012.25780282
111  51.43018867  012.25752536
111  51.43025682  012.25884820
111  51.43033370  012.25860157
111  51.43043330  012.25847545
111  51.43058707  012.25839137
111  51.43067793  012.25835773
111  51.43080549  012.25844741
111  51.43091208  012.25854270
111  51.43098197  012.25882017
111  51.43102041  012.25920693
111  51.43106139  012.26000272
111  51.43126067  012.26452120
111  51.43136740  012.26666476
111  51.43156543  012.26657601
111  51.43131359  012.26127344
111  51.43124952  012.25975300
111  51.43124806  012.25958951
111  51.43133834  012.25915743
111  51.43172131  012.25777010
111  51.43195574  012.25702271
111  51.43229793  012.25596936
111  51.43264595  012.25474783
111  51.43252363  012.25431107
111  51.43248432  012.25439983
111  51.43240423  012.25476652
113  51.43208825  012.25585024
110 1 0.00 0.0 New Taxiway 3
111  51.43052326  012.25090742
111  51.43040192  012.25098202
111  51.43022698  012.25102095
112  51.43013901  012.25100635  51.43011979  012.25100311
112  51.43002474  012.25093175  51.43001159  012.25092201
112  51.42993171  012.25081335  51.42992463  012.25080524
111  51.42988216  012.25070468
111  51.42991351  012.25146859
111  51.42995294  012.25136803
111  51.42999238  012.25131127
111  51.43010260  012.25132262
111  51.43023305  012.25134695
111  51.43030889  012.25140858
113  51.43037664  012.25151887
110 1 0.00 0.0 New Taxiway 2
111  51.42899276  012.21580507
111  51.42914777  012.21924950
111  51.42914048  012.21952742
111  51.42910325  012.21993119
111  51.42903247  012.22005959
111  51.42892123  012.22016230
111  51.42885972  012.22018528
111  51.42887320  012.22063129
111  51.42943343  012.22052051
111  51.42939636  012.21957849
111  51.42934242  012.21840129
111  51.42922492  012.21600761
113  51.42924605  012.21578274
110 1 0.00 0.0 New Taxiway 1
111  51.42886647  012.21265124
111  51.42861905  012.21251336
111  51.42773418  012.21215689
111  51.42754119  012.21207896
111  51.42749559  012.21240473
111  51.42774987  012.21253659
111  51.42783724  012.21266831
111  51.42791063  012.21289811
111  51.42792985  012.21313912
111  51.42803120  012.21531942
111  51.42812206  012.21720546
111  51.42810963  012.21738154
111  51.42788976  012.21740956
111  51.42796839  012.21906769
111  51.42817225  012.21904900
111  51.42822516  012.21981112
111  51.42830403  012.22164636
111  51.42837441  012.22318773
111  51.42844600  012.22473883
111  51.42850910  012.22623155
111  51.42857584  012.22759777
111  51.42864501  012.22902432
111  51.42871296  012.23062408
111  51.42877606  012.23192219
111  51.42883916  012.23313856
111  51.42884280  012.23358424
111  51.42882702  012.23377107
111  51.42877849  012.23402602
112  51.42871417  012.23418366  51.42871175  012.23418366
111  51.42861224  012.23424983
111  51.42846056  012.23432963
111  51.42834286  012.23438996
111  51.42810988  012.23444250
111  51.42762814  012.23446975
111  51.42745462  012.23445612
111  51.42724105  012.23444055
111  51.42710151  012.23439190
111  51.42699715  012.23427124
111  51.42694133  012.23403576
111  51.42688673  012.23363097
111  51.42683940  012.23298291
111  51.42679815  012.23196120
111  51.42666349  012.22934639
111  51.42665786  012.22924918
111  51.42509107  012.22943601
111  51.42528484  012.23382385
111  51.42539550  012.23614042
111  51.42701181  012.23594194
111  51.42702200  012.23565236
111  51.42707442  012.23525302
111  51.42712975  012.23509888
111  51.42723751  012.23500080
111  51.42737438  012.23494242
111  51.42756368  012.23488169
111  51.42789422  012.23481630
111  51.42814613  012.23477893
111  51.42838785  012.23478127
111  51.42870238  012.23485133
111  51.42878974  012.23493774
111  51.42885381  012.23506152
111  51.42890915  012.23525068
111  51.42895283  012.23557064
111  51.42896157  012.23575513
111  51.42903437  012.23728017
111  51.42913922  012.23953619
111  51.42921639  012.24122004
111  51.42930376  012.24302533
111  51.42938967  012.24486799
111  51.42950034  012.24719410
111  51.42959062  012.24910450
111  51.42961391  012.24979346
111  51.42959499  012.24999197
111  51.42957460  012.25025120
111  51.42952072  012.25041469
111  51.42947704  012.25051978
111  51.42937511  012.25058284
111  51.42928774  012.25062955
111  51.42916979  012.25063422
111  51.42905185  012.25063655
111  51.42874683  012.25049665
111  51.42869082  012.25086712
111  51.42872422  012.25088411
111  51.42922658  012.25106160
111  51.42938676  012.25113868
111  51.42949597  012.25126946
111  51.42961828  012.25140492
111  51.42967944  012.25160110
111  51.42970419  012.25179961
111  51.42969255  012.25208688
111  51.42963284  012.25227371
111  51.42954984  012.25241851
111  51.42941442  012.25246522
111  51.42924114  012.25246055
111  51.42907806  012.25244420
111  51.42850213  012.25217920
111  51.42844734  012.25253865
111  51.42860336  012.25261702
111  51.42931978  012.25289027
111  51.42948286  012.25298135
111  51.42958916  012.25305142
111  51.42967362  012.25316586
111  51.42972458  012.25328496
111  51.42976681  012.25345545
111  51.42980176  012.25371469
111  51.42981923  012.25402064
111  51.42987747  012.25530982
111  51.42994737  012.25680219
111  51.43000998  012.25819181
111  51.43006532  012.25944129
111  51.43012356  012.26066276
111  51.43020510  012.26225790
111  51.43027354  012.26364051
111  51.43029247  012.26415198
111  51.42981777  012.26418935
111  51.42984253  012.26471951
111  51.43007551  012.26470549
111  51.43013084  012.26579617
111  51.43038858  012.26576814
111  51.43044391  012.26727688
111  51.43048177  012.26805694
111  51.43052982  012.26840259
111  51.43064485  012.26876927
111  51.43074533  012.26896078
111  51.43088221  012.26917098
111  51.43100452  012.26929243
111  51.43117634  012.26941155
111  51.43134671  012.26949563
111  51.43146466  012.26950730
111  51.43163939  012.26951198
111  51.43190878  012.26949096
111  51.43211409  012.26945360
111  51.43230921  012.26936251
111  51.43240823  012.26924106
111  51.43252618  012.26906356
111  51.43292661  012.26839557
111  51.43345373  012.26749635
111  51.43320328  012.26738429
111  51.43296738  012.26742166
111  51.43295574  012.26771829
111  51.43287419  012.26793083
111  51.43260335  012.26840731
111  51.43236891  012.26877633
111  51.43221311  012.26900055
111  51.43208206  012.26905894
111  51.43197576  012.26906361
111  51.43186509  012.26900989
111  51.43179957  012.26892114
111  51.43172967  012.26878801
111  51.43170219  012.26847814
111  51.43170743  012.26820067
111  51.43171442  012.26804092
111  51.43178257  012.26786996
111  51.43190838  012.26774664
111  51.43207438  012.26768498
111  51.43276109  012.26757567
111  51.43295679  012.26755885
111  51.43296303  012.26741302
111  51.43320046  012.26738078
111  51.43324148  012.26629112
111  51.43317741  012.26635184
111  51.43306820  012.26668584
111  51.43290803  012.26686102
111  51.43273038  012.26705488
111  51.43249594  012.26721136
111  51.43224986  012.26726041
111  51.43199940  012.26728143
112  51.43178972  012.26726509  51.43178826  012.26726509
111  51.43170526  012.26724874
111  51.43161644  012.26710860
111  51.43156839  012.26655974
111  51.43136799  012.26664171
111  51.43134614  012.26694534
111  51.43130489  012.26726842
111  51.43122602  012.26740272
111  51.43106463  012.26743970
111  51.43089353  012.26744359
112  51.43081587  012.26736184  51.43081223  012.26736184
111  51.43071394  012.26716527
111  51.43065327  012.26690836
111  51.43063749  012.26676239
111  51.43059147  012.26573503
111  51.43085211  012.26567197
111  51.43074609  012.26396009
111  51.43050524  012.26400960
111  51.43028547  012.25918948
111  51.43019985  012.25731733
111  51.43002284  012.25356455
111  51.43050161  012.25199509
111  51.43105902  012.25010332
111  51.43159546  012.24832082
111  51.43213714  012.24651028
111  51.43225945  012.24609548
111  51.43217383  012.24549290
111  51.43210219  012.24579839
111  51.43194493  012.24641219
111  51.43166885  012.24725860
111  51.43118657  012.24883090
111  51.43075323  012.25027706
111  51.43059946  012.25034712
111  51.43055927  012.25070866
111  51.43032687  012.25165033
111  51.43011370  012.25231174
112  51.43006302  012.25230614  51.43005953  012.25230614
111  51.43000361  012.25226129
111  51.42995993  012.25219123
111  51.42992848  012.25144014
111  51.42986732  012.25024064
111  51.42953100  012.24303072
111  51.42954556  012.24273645
111  51.42957032  012.24247721
111  51.42963585  012.24233007
111  51.42977855  012.24224133
111  51.42993290  012.24215959
111  51.43164385  012.24197508
111  51.43184334  012.24195874
111  51.43204866  012.24200311
111  51.43211709  012.24144257
111  51.43200497  012.24149162
111  51.43177490  012.24157570
111  51.43142689  012.24160840
111  51.42994332  012.24178137
111  51.42974796  012.24178721
111  51.42963390  012.24172882
111  51.42952469  012.24155950
111  51.42948464  012.24138628
111  51.42943611  012.24112549
111  51.42916924  012.23544853
111  51.42918623  012.23505929
111  51.42923598  012.23481601
111  51.42932942  012.23470313
111  51.42952357  012.23461360
111  51.42962064  012.23460192
111  51.43000608  012.23455560
111  51.43012734  012.23458855
111  51.43022643  012.23462261
111  51.43034070  012.23470533
111  51.43044890  012.23482535
111  51.43055204  012.23494213
111  51.43058946  012.23505079
111  51.43153890  012.23728667
111  51.43168476  012.23771836
111  51.43183402  012.23824387
111  51.43202331  012.23881998
111  51.43196143  012.23758991
111  51.43179761  012.23721037
111  51.43136415  012.23622591
111  51.43102342  012.23540146
111  51.43073510  012.23472649
